Vehicle_ID,Year,Month,Day,Distance,Weight,CO2_emissions
1365,2016,1,23,71,7,0.0781
1370,2016,1,23,56,5,0.084
1370,2016,1,23,68,6,0.0884
1370,2016,1,23,73,9,0.0584
1371,2016,1,23,50,10,0.035
1371,2016,1,23,52,7,0.0572
1372,2016,1,23,59,7,0.0649
1383,2016,1,23,60,5,0.09
1384,2016,1,23,52,8,0.0468
1385,2016,1,23,69,5,0.1035
1390,2016,1,23,65,10,0.0455
1391,2016,1,23,57,6,0.0741
1410,2016,1,23,68,6,0.0884
1411,2016,1,23,53,10,0.0371
1412,2016,1,23,59,5,0.0885
1416,2016,1,23,64,10,0.0448
1417,2016,1,23,60,7,0.066
1419,2016,1,23,60,7,0.066
1420,2016,1,23,45,8,0.0405
1420,2016,1,23,53,5,0.0795
1422,2016,1,23,43,7,0.0473
1423,2016,1,23,64,5,0.096
1437,2016,1,23,39,8,0.0351
1437,2016,1,23,65,10,0.0455
1438,2016,1,23,65,6,0.0845
1438,2016,1,23,75,7,0.0825
1439,2016,1,23,70,9,0.056
1439,2016,1,23,56,8,0.0504
1440,2016,1,23,62,5,0.093
1441,2016,1,23,58,8,0.0522
1441,2016,1,23,43,8,0.0387
1442,2016,1,23,60,9,0.048
1442,2016,1,23,62,5,0.093
1458,2016,1,23,45,8,0.0405
1459,2016,1,23,48,9,0.0384
1463,2016,1,23,63,5,0.0945
1466,2016,1,23,71,6,0.0923
1467,2016,1,23,57,7,0.0627
1469,2016,1,23,71,9,0.0568
1480,2016,1,23,68,6,0.0884
1480,2016,1,23,61,10,0.0427
1481,2016,1,23,42,8,0.0378
1482,2016,1,23,48,10,0.0336
1486,2016,1,23,64,5,0.096
1486,2016,1,23,66,8,0.0594
1487,2016,1,23,60,9,0.048
1489,2016,1,23,53,7,0.0583
1525,2016,1,23,55,9,0.044
1546,2016,1,23,58,8,0.0522
1548,2016,1,23,57,9,0.0456
1550,2016,1,23,58,10,0.0406
1550,2016,1,23,77,8,0.0693
1551,2016,1,23,46,5,0.069
1556,2016,1,23,64,6,0.0832
1556,2016,1,23,71,8,0.0639
1557,2016,1,23,65,8,0.0585
1562,2016,1,23,68,10,0.0476
1564,2016,1,23,77,7,0.0847
1565,2016,1,23,57,7,0.0627
1581,2016,1,23,64,10,0.0448
1583,2016,1,23,70,6,0.091
1585,2016,1,23,57,8,0.0513
1588,2016,1,23,59,5,0.0885
1589,2016,1,23,61,5,0.0915
1593,2016,1,23,43,8,0.0387
1595,2016,1,23,54,10,0.0378
1595,2016,1,23,56,8,0.0504
1596,2016,1,23,55,9,0.044
1597,2016,1,23,74,10,0.0518
1598,2016,1,23,51,9,0.0408
1603,2016,1,23,59,5,0.0885
1603,2016,1,23,63,5,0.0945
1606,2016,1,23,62,5,0.093
1608,2016,1,23,61,10,0.0427
1619,2016,1,23,68,7,0.0748
1620,2016,1,23,56,8,0.0504
1621,2016,1,23,60,10,0.042
1621,2016,1,23,50,7,0.055
1622,2016,1,23,73,10,0.0511
1622,2016,1,23,73,9,0.0584
1629,2016,1,23,59,6,0.0767
1629,2016,1,23,70,6,0.091
1630,2016,1,23,63,6,0.0819
1631,2016,1,23,50,6,0.065
1632,2016,1,23,54,5,0.081
1634,2016,1,23,56,6,0.0728
1635,2016,1,23,70,10,0.049
1636,2016,1,23,79,10,0.0553
1636,2016,1,23,45,10,0.0315
1637,2016,1,23,68,7,0.0748
1637,2016,1,23,68,9,0.0544
1643,2016,1,23,63,6,0.0819
1644,2016,1,23,52,9,0.0416
1644,2016,1,23,52,5,0.078
1645,2016,1,23,86,5,0.129
1646,2016,1,23,59,8,0.0531
1647,2016,1,23,57,7,0.0627
1648,2016,1,23,64,10,0.0448
1649,2016,1,23,88,9,0.0704
1652,2016,1,23,53,9,0.0424
1660,2016,1,23,51,10,0.0357
1662,2016,1,23,70,5,0.105
1666,2016,1,23,56,6,0.0728
1667,2016,1,23,59,9,0.0472
1719,2016,1,23,54,7,0.0594
1721,2016,1,23,52,10,0.0364
1723,2016,1,23,52,10,0.0364
1723,2016,1,23,74,5,0.111
1724,2016,1,23,57,9,0.0456
1725,2016,1,23,50,8,0.045
1726,2016,1,23,77,10,0.0539
1733,2016,1,23,61,6,0.0793
1733,2016,1,23,47,9,0.0376
1734,2016,1,23,53,5,0.0795
1734,2016,1,23,39,8,0.0351
1735,2016,1,23,39,7,0.0429
1736,2016,1,23,59,6,0.0767
1740,2016,1,23,46,9,0.0368
1741,2016,1,23,75,7,0.0825
1758,2016,1,23,57,5,0.0855
1759,2016,1,23,59,7,0.0649
1760,2016,1,23,53,10,0.0371
1761,2016,1,23,61,9,0.0488
1764,2016,1,23,65,7,0.0715
1765,2016,1,23,62,9,0.0496
1766,2016,1,23,57,5,0.0855
1767,2016,1,23,71,10,0.0497
1768,2016,1,23,60,6,0.078
1780,2016,1,23,53,10,0.0371
1780,2016,1,23,60,7,0.066
1782,2016,1,23,51,9,0.0408
1782,2016,1,23,59,5,0.0885
1785,2016,1,23,54,8,0.0486
1789,2016,1,23,67,5,0.1005
1789,2016,1,23,69,7,0.0759
1791,2016,1,23,52,5,0.078
1791,2016,1,23,54,5,0.081
1792,2016,1,23,76,9,0.0608
1793,2016,1,23,79,7,0.0869
1793,2016,1,23,70,9,0.056
1794,2016,1,23,58,6,0.0754
1794,2016,1,23,71,5,0.1065
1818,2016,1,23,55,6,0.0715
1819,2016,1,23,72,8,0.0648
14303,2016,1,23,70,5,0.105
14307,2016,1,23,46,6,0.0598
14316,2016,1,23,56,9,0.0448
14317,2016,1,23,54,5,0.081
14346,2016,1,23,63,6,0.0819
14347,2016,1,23,44,8,0.0396
14361,2016,1,23,57,7,0.0627
14361,2016,1,23,47,5,0.0705
14361,2016,1,23,65,10,0.0455
14362,2016,1,23,64,6,0.0832
14368,2016,1,23,83,10,0.0581
14369,2016,1,23,71,5,0.1065
14398,2016,1,23,47,5,0.0705
14400,2016,1,23,51,9,0.0408
14400,2016,1,23,66,9,0.0528
14404,2016,1,23,70,9,0.056
14405,2016,1,23,41,10,0.0287
14407,2016,1,23,49,10,0.0343
14411,2016,1,23,53,5,0.0795
14413,2016,1,23,43,9,0.0344
14413,2016,1,23,74,7,0.0814
14415,2016,1,23,38,5,0.057
14418,2016,1,23,80,9,0.064
14424,2016,1,23,36,10,0.0252
14425,2016,1,23,43,7,0.0473
14431,2016,1,23,59,7,0.0649
14433,2016,1,23,44,6,0.0572
14433,2016,1,23,52,10,0.0364
14433,2016,1,23,65,10,0.0455
14434,2016,1,23,55,9,0.044
14436,2016,1,23,72,6,0.0936
14443,2016,1,23,80,10,0.056
14444,2016,1,23,67,5,0.1005
14445,2016,1,23,70,9,0.056
14446,2016,1,23,62,5,0.093
14446,2016,1,23,67,10,0.0469
14447,2016,1,23,68,5,0.102
14452,2016,1,23,54,6,0.0702
14467,2016,1,23,50,10,0.035
14468,2016,1,23,60,7,0.066
14469,2016,1,23,45,9,0.036
14470,2016,1,23,53,5,0.0795
14471,2016,1,23,59,6,0.0767
14471,2016,1,23,51,7,0.0561
14472,2016,1,23,56,6,0.0728
14473,2016,1,23,61,8,0.0549
14474,2016,1,23,53,6,0.0689
14480,2016,1,23,58,10,0.0406
14501,2016,1,23,66,7,0.0726
14517,2016,1,23,65,7,0.0715
14533,2016,1,23,60,6,0.078
14533,2016,1,23,41,8,0.0369
14543,2016,1,23,58,10,0.0406
14545,2016,1,23,47,9,0.0376
14546,2016,1,23,65,9,0.052
14563,2016,1,23,75,8,0.0675
14586,2016,1,23,62,5,0.093
14586,2016,1,23,45,9,0.036
14589,2016,1,23,56,6,0.0728
14603,2016,1,23,53,6,0.0689
14620,2016,1,23,76,9,0.0608
14620,2016,1,23,57,5,0.0855
14621,2016,1,23,58,9,0.0464
14622,2016,1,23,47,7,0.0517
14622,2016,1,23,67,9,0.0536
14623,2016,1,23,68,9,0.0544
14623,2016,1,23,58,5,0.087
14623,2016,1,23,64,6,0.0832
14624,2016,1,23,55,8,0.0495
14625,2016,1,23,76,7,0.0836
14628,2016,1,23,64,8,0.0576
14628,2016,1,23,65,8,0.0585
14640,2016,1,23,59,9,0.0472
14642,2016,1,23,61,10,0.0427
14644,2016,1,23,58,9,0.0464
14646,2016,1,23,68,8,0.0612
14647,2016,1,23,67,8,0.0603
14647,2016,1,23,61,8,0.0549
14648,2016,1,23,49,10,0.0343
14648,2016,1,23,55,5,0.0825
14649,2016,1,23,45,9,0.036
14651,2016,1,23,68,10,0.0476
14652,2016,1,23,60,7,0.066
14652,2016,1,23,64,8,0.0576
14652,2016,1,23,64,8,0.0576
14654,2016,1,23,64,5,0.096
14697,2016,1,23,50,7,0.055
14698,2016,1,23,62,5,0.093
14700,2016,1,23,76,9,0.0608
14700,2016,1,23,87,9,0.0696
14709,2016,1,23,61,5,0.0915
14710,2016,1,23,64,8,0.0576
14711,2016,1,23,64,6,0.0832
14719,2016,1,23,69,10,0.0483
14778,2016,1,23,62,8,0.0558
14779,2016,1,23,58,6,0.0754
1410,2016,1,24,61,6,0.0793
1417,2016,1,24,63,5,0.0945
1589,2016,1,24,61,9,0.0488
1646,2016,1,24,37,7,0.0407
695,2016,1,25,62,10,0.0434
780,2016,1,25,69,6,0.0897
798,2016,1,25,54,10,0.0378
799,2016,1,25,38,6,0.0494
847,2016,1,25,75,9,0.06
868,2016,1,25,70,9,0.056
868,2016,1,25,60,5,0.09
872,2016,1,25,64,7,0.0704
873,2016,1,25,68,5,0.102
879,2016,1,25,77,5,0.1155
889,2016,1,25,69,10,0.0483
907,2016,1,25,64,5,0.096
909,2016,1,25,62,6,0.0806
911,2016,1,25,47,8,0.0423
916,2016,1,25,64,7,0.0704
957,2016,1,25,52,10,0.0364
957,2016,1,25,68,7,0.0748
1011,2016,1,25,56,5,0.084
1011,2016,1,25,46,9,0.0368
1014,2016,1,25,55,9,0.044
1023,2016,1,25,49,6,0.0637
1024,2016,1,25,54,8,0.0486
1030,2016,1,25,46,7,0.0506
1031,2016,1,25,59,6,0.0767
1032,2016,1,25,62,6,0.0806
1055,2016,1,25,57,5,0.0855
1055,2016,1,25,57,8,0.0513
1064,2016,1,25,66,5,0.099
1065,2016,1,25,49,9,0.0392
1079,2016,1,25,57,7,0.0627
1205,2016,1,25,47,10,0.0329
1207,2016,1,25,63,5,0.0945
1209,2016,1,25,48,8,0.0432
1210,2016,1,25,48,5,0.072
1213,2016,1,25,64,6,0.0832
1217,2016,1,25,72,7,0.0792
1219,2016,1,25,53,10,0.0371
1221,2016,1,25,47,9,0.0376
1226,2016,1,25,52,10,0.0364
1240,2016,1,25,53,7,0.0583
1240,2016,1,25,49,5,0.0735
1242,2016,1,25,51,9,0.0408
1243,2016,1,25,51,5,0.0765
1243,2016,1,25,75,8,0.0675
1243,2016,1,25,62,9,0.0496
1250,2016,1,25,53,9,0.0424
1251,2016,1,25,50,6,0.065
1252,2016,1,25,64,5,0.096
1253,2016,1,25,74,6,0.0962
1253,2016,1,25,67,10,0.0469
1270,2016,1,25,49,5,0.0735
1281,2016,1,25,55,5,0.0825
1286,2016,1,25,75,10,0.0525
1287,2016,1,25,52,10,0.0364
1287,2016,1,25,61,8,0.0549
1288,2016,1,25,74,8,0.0666
1290,2016,1,25,70,5,0.105
1303,2016,1,25,60,10,0.042
1308,2016,1,25,67,6,0.0871
1308,2016,1,25,59,8,0.0531
1311,2016,1,25,70,5,0.105
1312,2016,1,25,43,6,0.0559
1313,2016,1,25,74,5,0.111
1313,2016,1,25,58,9,0.0464
1313,2016,1,25,61,9,0.0488
1321,2016,1,25,71,5,0.1065
1323,2016,1,25,53,7,0.0583
1325,2016,1,25,65,5,0.0975
1326,2016,1,25,63,7,0.0693
1327,2016,1,25,51,9,0.0408
1329,2016,1,25,68,6,0.0884
1330,2016,1,25,55,8,0.0495
1330,2016,1,25,64,7,0.0704
1343,2016,1,25,79,10,0.0553
1343,2016,1,25,81,5,0.1215
1344,2016,1,25,72,7,0.0792
1345,2016,1,25,43,5,0.0645
1345,2016,1,25,60,5,0.09
1362,2016,1,25,45,5,0.0675
1363,2016,1,25,70,8,0.063
1364,2016,1,25,64,7,0.0704
1364,2016,1,25,76,5,0.114
1365,2016,1,25,66,6,0.0858
1365,2016,1,25,66,5,0.099
1365,2016,1,25,65,8,0.0585
1366,2016,1,25,60,5,0.09
1366,2016,1,25,54,10,0.0378
1367,2016,1,25,63,9,0.0504
1369,2016,1,25,78,6,0.1014
1370,2016,1,25,70,10,0.049
1370,2016,1,25,49,5,0.0735
1371,2016,1,25,67,7,0.0737
1372,2016,1,25,77,6,0.1001
1382,2016,1,25,54,5,0.081
1383,2016,1,25,65,9,0.052
1384,2016,1,25,66,5,0.099
1391,2016,1,25,64,9,0.0512
1393,2016,1,25,72,5,0.108
1409,2016,1,25,68,6,0.0884
1409,2016,1,25,52,9,0.0416
1409,2016,1,25,75,9,0.06
1410,2016,1,25,61,6,0.0793
1411,2016,1,25,60,9,0.048
1411,2016,1,25,55,10,0.0385
1414,2016,1,25,87,6,0.1131
1415,2016,1,25,55,9,0.044
1416,2016,1,25,45,8,0.0405
1419,2016,1,25,57,7,0.0627
1420,2016,1,25,65,5,0.0975
1435,2016,1,25,52,8,0.0468
1437,2016,1,25,67,5,0.1005
1439,2016,1,25,61,8,0.0549
1441,2016,1,25,61,8,0.0549
1441,2016,1,25,54,7,0.0594
1441,2016,1,25,47,10,0.0329
1442,2016,1,25,39,6,0.0507
1457,2016,1,25,50,8,0.045
1457,2016,1,25,78,10,0.0546
1459,2016,1,25,28,9,0.0224
1460,2016,1,25,52,8,0.0468
1461,2016,1,25,48,6,0.0624
1461,2016,1,25,62,9,0.0496
1462,2016,1,25,55,7,0.0605
1463,2016,1,25,57,5,0.0855
1463,2016,1,25,43,10,0.0301
1463,2016,1,25,50,6,0.065
1463,2016,1,25,45,9,0.036
1464,2016,1,25,52,5,0.078
1465,2016,1,25,71,10,0.0497
1465,2016,1,25,56,9,0.0448
1466,2016,1,25,67,9,0.0536
1468,2016,1,25,44,8,0.0396
1469,2016,1,25,57,9,0.0456
1469,2016,1,25,56,9,0.0448
1469,2016,1,25,55,6,0.0715
1470,2016,1,25,51,5,0.0765
1473,2016,1,25,61,5,0.0915
1474,2016,1,25,63,10,0.0441
1483,2016,1,25,67,5,0.1005
1485,2016,1,25,57,10,0.0399
1489,2016,1,25,55,9,0.044
1524,2016,1,25,54,6,0.0702
1524,2016,1,25,53,8,0.0477
1525,2016,1,25,76,6,0.0988
1525,2016,1,25,74,10,0.0518
1526,2016,1,25,44,8,0.0396
1528,2016,1,25,61,10,0.0427
1528,2016,1,25,44,5,0.066
1530,2016,1,25,71,6,0.0923
1530,2016,1,25,67,6,0.0871
1531,2016,1,25,79,5,0.1185
1532,2016,1,25,45,10,0.0315
1546,2016,1,25,75,9,0.06
1546,2016,1,25,64,10,0.0448
1550,2016,1,25,66,6,0.0858
1550,2016,1,25,63,6,0.0819
1550,2016,1,25,75,9,0.06
1551,2016,1,25,84,10,0.0588
1551,2016,1,25,63,6,0.0819
1551,2016,1,25,72,5,0.108
1553,2016,1,25,55,8,0.0495
1553,2016,1,25,73,7,0.0803
1553,2016,1,25,43,5,0.0645
1553,2016,1,25,51,6,0.0663
1554,2016,1,25,82,8,0.0738
1556,2016,1,25,45,10,0.0315
1557,2016,1,25,72,10,0.0504
1562,2016,1,25,63,8,0.0567
1564,2016,1,25,52,7,0.0572
1564,2016,1,25,52,10,0.0364
1565,2016,1,25,73,6,0.0949
1578,2016,1,25,48,5,0.072
1583,2016,1,25,60,5,0.09
1585,2016,1,25,55,10,0.0385
1586,2016,1,25,69,10,0.0483
1588,2016,1,25,36,7,0.0396
1588,2016,1,25,59,9,0.0472
1589,2016,1,25,50,5,0.075
1589,2016,1,25,43,7,0.0473
1589,2016,1,25,33,10,0.0231
1589,2016,1,25,67,9,0.0536
1593,2016,1,25,71,10,0.0497
1593,2016,1,25,56,10,0.0392
1593,2016,1,25,52,7,0.0572
1594,2016,1,25,73,6,0.0949
1594,2016,1,25,67,7,0.0737
1595,2016,1,25,71,6,0.0923
1596,2016,1,25,70,8,0.063
1598,2016,1,25,77,10,0.0539
1604,2016,1,25,75,10,0.0525
1605,2016,1,25,56,7,0.0616
1606,2016,1,25,68,10,0.0476
1606,2016,1,25,51,8,0.0459
1607,2016,1,25,73,10,0.0511
1608,2016,1,25,80,10,0.056
1613,2016,1,25,61,8,0.0549
1619,2016,1,25,48,6,0.0624
1623,2016,1,25,78,10,0.0546
1623,2016,1,25,65,9,0.052
1629,2016,1,25,56,8,0.0504
1629,2016,1,25,39,8,0.0351
1629,2016,1,25,73,7,0.0803
1631,2016,1,25,54,6,0.0702
1631,2016,1,25,55,9,0.044
1631,2016,1,25,73,7,0.0803
1632,2016,1,25,65,10,0.0455
1633,2016,1,25,58,5,0.087
1633,2016,1,25,68,9,0.0544
1634,2016,1,25,90,8,0.081
1635,2016,1,25,76,9,0.0608
1635,2016,1,25,55,5,0.0825
1636,2016,1,25,54,9,0.0432
1636,2016,1,25,59,10,0.0413
1638,2016,1,25,85,5,0.1275
1642,2016,1,25,50,5,0.075
1643,2016,1,25,49,10,0.0343
1643,2016,1,25,66,5,0.099
1644,2016,1,25,66,10,0.0462
1645,2016,1,25,50,6,0.065
1645,2016,1,25,65,10,0.0455
1646,2016,1,25,66,7,0.0726
1647,2016,1,25,59,7,0.0649
1647,2016,1,25,39,7,0.0429
1647,2016,1,25,59,8,0.0531
1651,2016,1,25,58,9,0.0464
1652,2016,1,25,49,6,0.0637
1653,2016,1,25,64,6,0.0832
1654,2016,1,25,57,7,0.0627
1655,2016,1,25,67,8,0.0603
1661,2016,1,25,66,10,0.0462
1661,2016,1,25,78,6,0.1014
1662,2016,1,25,69,7,0.0759
1664,2016,1,25,64,7,0.0704
1664,2016,1,25,54,7,0.0594
1665,2016,1,25,68,9,0.0544
1720,2016,1,25,65,7,0.0715
1721,2016,1,25,76,10,0.0532
1721,2016,1,25,55,9,0.044
1721,2016,1,25,58,10,0.0406
1722,2016,1,25,66,7,0.0726
1723,2016,1,25,67,5,0.1005
1733,2016,1,25,45,9,0.036
1733,2016,1,25,58,5,0.087
1735,2016,1,25,77,10,0.0539
1737,2016,1,25,64,6,0.0832
1737,2016,1,25,47,8,0.0423
1738,2016,1,25,46,9,0.0368
1742,2016,1,25,55,7,0.0605
1742,2016,1,25,50,6,0.065
1754,2016,1,25,69,7,0.0759
1759,2016,1,25,67,10,0.0469
1759,2016,1,25,67,7,0.0737
1761,2016,1,25,53,7,0.0583
1762,2016,1,25,53,9,0.0424
1762,2016,1,25,66,8,0.0594
1763,2016,1,25,64,10,0.0448
1766,2016,1,25,57,8,0.0513
1767,2016,1,25,50,6,0.065
1768,2016,1,25,64,9,0.0512
1780,2016,1,25,80,9,0.064
1781,2016,1,25,58,8,0.0522
1784,2016,1,25,72,6,0.0936
1785,2016,1,25,55,9,0.044
1785,2016,1,25,81,5,0.1215
1789,2016,1,25,69,7,0.0759
1792,2016,1,25,54,5,0.081
1792,2016,1,25,70,8,0.063
1792,2016,1,25,66,9,0.0528
1793,2016,1,25,57,7,0.0627
1793,2016,1,25,52,10,0.0364
1817,2016,1,25,58,5,0.087
1818,2016,1,25,47,6,0.0611
14303,2016,1,25,59,9,0.0472
14307,2016,1,25,47,9,0.0376
14317,2016,1,25,48,8,0.0432
14346,2016,1,25,75,7,0.0825
14346,2016,1,25,65,8,0.0585
14347,2016,1,25,71,8,0.0639
14347,2016,1,25,63,5,0.0945
14361,2016,1,25,53,6,0.0689
14361,2016,1,25,44,9,0.0352
14368,2016,1,25,58,9,0.0464
14392,2016,1,25,56,8,0.0504
14399,2016,1,25,55,9,0.044
14400,2016,1,25,41,5,0.0615
14400,2016,1,25,47,7,0.0517
14402,2016,1,25,70,9,0.056
14403,2016,1,25,72,5,0.108
14403,2016,1,25,46,9,0.0368
14404,2016,1,25,60,7,0.066
14406,2016,1,25,67,5,0.1005
14406,2016,1,25,56,5,0.084
14411,2016,1,25,42,7,0.0462
14411,2016,1,25,63,10,0.0441
14413,2016,1,25,47,7,0.0517
14414,2016,1,25,51,10,0.0357
14417,2016,1,25,56,7,0.0616
14419,2016,1,25,62,9,0.0496
14424,2016,1,25,59,7,0.0649
14425,2016,1,25,46,9,0.0368
14427,2016,1,25,62,6,0.0806
14427,2016,1,25,54,5,0.081
14431,2016,1,25,49,6,0.0637
14431,2016,1,25,59,5,0.0885
14432,2016,1,25,51,7,0.0561
14433,2016,1,25,55,10,0.0385
14434,2016,1,25,68,10,0.0476
14437,2016,1,25,62,10,0.0434
14443,2016,1,25,56,8,0.0504
14444,2016,1,25,55,10,0.0385
14445,2016,1,25,48,7,0.0528
14445,2016,1,25,53,7,0.0583
14446,2016,1,25,55,6,0.0715
14448,2016,1,25,55,10,0.0385
14450,2016,1,25,73,6,0.0949
14450,2016,1,25,56,10,0.0392
14451,2016,1,25,53,5,0.0795
14453,2016,1,25,40,10,0.028
14468,2016,1,25,55,10,0.0385
14468,2016,1,25,77,10,0.0539
14470,2016,1,25,56,10,0.0392
14471,2016,1,25,73,7,0.0803
14472,2016,1,25,69,6,0.0897
14475,2016,1,25,64,6,0.0832
14480,2016,1,25,77,9,0.0616
14489,2016,1,25,61,9,0.0488
14517,2016,1,25,79,10,0.0553
14527,2016,1,25,67,6,0.0871
14532,2016,1,25,84,6,0.1092
14533,2016,1,25,66,9,0.0528
14544,2016,1,25,50,7,0.055
14547,2016,1,25,45,8,0.0405
14547,2016,1,25,59,6,0.0767
14563,2016,1,25,60,5,0.09
14584,2016,1,25,63,5,0.0945
14586,2016,1,25,60,5,0.09
14589,2016,1,25,58,7,0.0638
14589,2016,1,25,57,8,0.0513
14603,2016,1,25,63,7,0.0693
14620,2016,1,25,44,8,0.0396
14621,2016,1,25,56,10,0.0392
14621,2016,1,25,71,9,0.0568
14623,2016,1,25,58,9,0.0464
14623,2016,1,25,61,10,0.0427
14623,2016,1,25,60,6,0.078
14623,2016,1,25,42,5,0.063
14625,2016,1,25,52,10,0.0364
14628,2016,1,25,56,7,0.0616
14628,2016,1,25,56,9,0.0448
14629,2016,1,25,68,6,0.0884
14639,2016,1,25,77,6,0.1001
14640,2016,1,25,58,9,0.0464
14641,2016,1,25,51,10,0.0357
14643,2016,1,25,51,9,0.0408
14643,2016,1,25,44,9,0.0352
14645,2016,1,25,50,5,0.075
14645,2016,1,25,57,6,0.0741
14647,2016,1,25,66,7,0.0726
14647,2016,1,25,52,8,0.0468
14651,2016,1,25,59,6,0.0767
14652,2016,1,25,63,8,0.0567
14654,2016,1,25,65,6,0.0845
14696,2016,1,25,69,9,0.0552
14697,2016,1,25,37,8,0.0333
14700,2016,1,25,42,7,0.0462
14707,2016,1,25,64,8,0.0576
14709,2016,1,25,69,8,0.0621
14709,2016,1,25,60,10,0.042
14710,2016,1,25,50,6,0.065
14778,2016,1,25,53,7,0.0583
14779,2016,1,25,65,6,0.0845
617,2016,1,26,65,7,0.0715
695,2016,1,26,43,9,0.0344
858,2016,1,26,44,8,0.0396
864,2016,1,26,61,7,0.0671
868,2016,1,26,72,10,0.0504
869,2016,1,26,52,8,0.0468
873,2016,1,26,60,8,0.054
881,2016,1,26,64,8,0.0576
909,2016,1,26,74,6,0.0962
912,2016,1,26,52,8,0.0468
913,2016,1,26,70,9,0.056
916,2016,1,26,53,10,0.0371
931,2016,1,26,38,10,0.0266
931,2016,1,26,80,5,0.12
957,2016,1,26,68,6,0.0884
986,2016,1,26,58,6,0.0754
1004,2016,1,26,55,5,0.0825
1012,2016,1,26,78,6,0.1014
1021,2016,1,26,69,5,0.1035
1022,2016,1,26,73,10,0.0511
1023,2016,1,26,46,5,0.069
1030,2016,1,26,80,8,0.072
1054,2016,1,26,72,10,0.0504
1054,2016,1,26,60,10,0.042
1055,2016,1,26,61,7,0.0671
1073,2016,1,26,59,6,0.0767
1074,2016,1,26,75,10,0.0525
1081,2016,1,26,47,8,0.0423
1081,2016,1,26,62,10,0.0434
1108,2016,1,26,57,7,0.0627
1204,2016,1,26,49,9,0.0392
1205,2016,1,26,62,10,0.0434
1206,2016,1,26,56,9,0.0448
1207,2016,1,26,47,7,0.0517
1211,2016,1,26,65,6,0.0845
1216,2016,1,26,68,9,0.0544
1220,2016,1,26,55,9,0.044
1223,2016,1,26,74,5,0.111
1224,2016,1,26,58,9,0.0464
1240,2016,1,26,52,7,0.0572
1242,2016,1,26,59,6,0.0767
1243,2016,1,26,60,8,0.054
1243,2016,1,26,57,8,0.0513
1244,2016,1,26,48,6,0.0624
1248,2016,1,26,83,7,0.0913
1249,2016,1,26,62,7,0.0682
1251,2016,1,26,47,10,0.0329
1251,2016,1,26,71,9,0.0568
1252,2016,1,26,56,9,0.0448
1253,2016,1,26,48,5,0.072
1255,2016,1,26,58,9,0.0464
1288,2016,1,26,76,5,0.114
1290,2016,1,26,62,5,0.093
1291,2016,1,26,50,5,0.075
1291,2016,1,26,63,7,0.0693
1302,2016,1,26,63,8,0.0567
1303,2016,1,26,66,9,0.0528
1309,2016,1,26,48,10,0.0336
1311,2016,1,26,49,10,0.0343
1312,2016,1,26,48,7,0.0528
1313,2016,1,26,61,9,0.0488
1313,2016,1,26,67,8,0.0603
1313,2016,1,26,40,8,0.036
1314,2016,1,26,60,9,0.048
1320,2016,1,26,80,6,0.104
1321,2016,1,26,63,10,0.0441
1322,2016,1,26,66,9,0.0528
1322,2016,1,26,46,10,0.0322
1324,2016,1,26,56,5,0.084
1326,2016,1,26,61,9,0.0488
1328,2016,1,26,82,7,0.0902
1331,2016,1,26,57,10,0.0399
1362,2016,1,26,45,5,0.0675
1364,2016,1,26,63,7,0.0693
1367,2016,1,26,60,10,0.042
1370,2016,1,26,63,10,0.0441
1372,2016,1,26,47,10,0.0329
1382,2016,1,26,55,10,0.0385
1383,2016,1,26,58,5,0.087
1384,2016,1,26,64,8,0.0576
1385,2016,1,26,64,10,0.0448
1388,2016,1,26,59,10,0.0413
1391,2016,1,26,57,5,0.0855
1391,2016,1,26,70,10,0.049
1391,2016,1,26,58,6,0.0754
1392,2016,1,26,68,5,0.102
1393,2016,1,26,73,8,0.0657
1411,2016,1,26,60,6,0.078
1412,2016,1,26,53,6,0.0689
1412,2016,1,26,41,6,0.0533
1415,2016,1,26,75,5,0.1125
1415,2016,1,26,51,6,0.0663
1416,2016,1,26,78,5,0.117
1417,2016,1,26,56,6,0.0728
1419,2016,1,26,77,7,0.0847
1420,2016,1,26,75,7,0.0825
1420,2016,1,26,48,10,0.0336
1423,2016,1,26,64,5,0.096
1435,2016,1,26,47,7,0.0517
1436,2016,1,26,67,6,0.0871
1437,2016,1,26,60,7,0.066
1440,2016,1,26,67,7,0.0737
1440,2016,1,26,55,8,0.0495
1441,2016,1,26,60,5,0.09
1441,2016,1,26,49,5,0.0735
1442,2016,1,26,64,9,0.0512
1442,2016,1,26,65,8,0.0585
1457,2016,1,26,71,8,0.0639
1463,2016,1,26,63,10,0.0441
1463,2016,1,26,60,5,0.09
1464,2016,1,26,47,5,0.0705
1465,2016,1,26,72,10,0.0504
1467,2016,1,26,49,6,0.0637
1468,2016,1,26,69,5,0.1035
1469,2016,1,26,56,7,0.0616
1474,2016,1,26,49,8,0.0441
1479,2016,1,26,42,9,0.0336
1482,2016,1,26,41,6,0.0533
1488,2016,1,26,57,9,0.0456
1488,2016,1,26,46,7,0.0506
1489,2016,1,26,39,7,0.0429
1489,2016,1,26,71,9,0.0568
1521,2016,1,26,75,8,0.0675
1524,2016,1,26,49,8,0.0441
1524,2016,1,26,56,8,0.0504
1525,2016,1,26,57,6,0.0741
1526,2016,1,26,58,9,0.0464
1529,2016,1,26,48,5,0.072
1530,2016,1,26,62,9,0.0496
1530,2016,1,26,39,5,0.0585
